,coal,natural gas,nuclear,other,solar,hydro,wind
20190924T06-05,8626,21975,5010,14,0,6,6510
20190924T05-05,7733,20945,5009,12,0,6,6840
20190924T04-05,7678,20616,5008,12,0,6,7060
20190924T03-05,7821,20802,5008,12,0,6,7656
20190924T02-05,8726,21204,5007,11,0,6,7841
20190924T01-05,10010,21876,5007,8,0,0,8303
20190924T00-05,11819,23258,5006,9,0,0,8237
20190923T23-05,12678,26551,5005,11,0,0,7862
20190923T22-05,12914,30584,5005,9,0,2,7352
20190923T21-05,12969,33405,5003,15,0,41,7623
20190923T20-05,12892,35691,5002,23,52,41,6980
20190923T19-05,12845,37903,5001,17,307,66,6204
20190923T18-05,12815,39506,5000,21,534,67,5775
20190923T17-05,12901,40508,5001,18,719,67,4640
20190923T16-05,12886,41414,5003,29,883,67,3449
20190923T15-05,12839,41631,5006,27,1299,68,2322
20190923T14-05,12823,40519,5008,27,1505,67,1678
20190923T13-05,12776,38213,5010,36,1250,48,1773
20190923T12-05,12792,35139,5011,34,1167,44,1893
20190923T11-05,12482,32078,5011,27,985,8,1883
20190923T10-05,12516,28489,5010,30,998,38,2133
20190923T09-05,12144,26022,5011,35,357,52,2902
20190923T08-05,11782,25005,5010,27,7,51,3700
20190923T07-05,11260,24574,5010,29,0,43,4008
20190923T06-05,10455,22454,5011,29,0,8,4270
20190923T05-05,9124,21570,5010,27,0,8,4787
20190923T04-05,9133,21471,5010,27,0,8,4817
20190923T03-05,9726,21623,5009,26,0,8,4840
20190923T02-05,10597,22314,5008,26,0,8,4656
20190923T01-05,11134,23593,5008,27,0,2,4772
20190923T00-05,11565,25552,5007,28,0,2,5259
20190922T23-05,11751,29064,5007,25,0,2,5196
20190922T22-05,11965,32555,5006,23,0,4,4602
20190922T21-05,11754,36020,5005,22,0,40,3899
20190922T20-05,11637,37625,5005,26,44,41,3246
20190922T19-05,11654,38461,5004,14,576,60,3117
20190922T18-05,11663,40111,5003,14,793,65,2148
20190922T17-05,11526,40030,5003,18,916,124,2288
20190922T16-05,11340,38886,5005,24,1193,91,3288
20190922T15-05,11095,37088,5006,37,1365,82,4219
20190922T14-05,10674,34097,5008,31,1292,65,5679
20190922T13-05,10471,30693,5010,29,1054,41,7558
20190922T12-05,9146,26975,5012,21,1160,40,9583
20190922T11-05,8446,24054,5013,24,921,40,9838
20190922T10-05,9073,21199,5013,21,463,39,8770
20190922T09-05,7578,19506,5013,22,138,9,8483
20190922T08-05,6566,17237,5014,18,4,35,9837
20190922T07-05,6282,16254,5013,17,0,35,10914
20190922T06-05,6030,15712,5013,15,0,0,11482
20190922T05-05,6287,16217,5013,14,0,0,10928
20190922T04-05,6462,16694,5012,17,0,0,11087
20190922T03-05,6457,17137,5012,16,0,0,11914
20190922T02-05,7597,18433,5011,15,0,0,11176
20190922T01-05,9666,19142,5011,17,0,0,10540
20190922T00-05,9847,21294,5010,20,0,0,10822
20190921T23-05,10400,23537,5010,20,0,0,10823
20190921T22-05,10582,25646,5009,19,0,0,11363
20190921T21-05,10630,27436,5009,16,0,3,11596
20190921T20-05,10832,28721,5008,22,3,67,11684
20190921T19-05,10809,29380,5008,18,104,67,12867
20190921T18-05,10626,30822,5008,29,369,67,13344
20190921T17-05,10704,30869,5008,35,565,91,13573
20190921T16-05,10668,30412,5008,27,699,91,13689
20190921T15-05,10579,29597,5010,31,670,91,13795
20190921T14-05,10375,27674,5010,24,661,91,14270
20190921T13-05,9902,25065,5011,20,739,66,14999
20190921T12-05,9098,22988,5012,19,639,40,15284
20190921T11-05,8219,20375,5013,25,356,39,15869
20190921T10-05,7807,18986,5012,22,156,2,14616
20190921T09-05,7805,17994,5013,23,81,43,12224
20190921T08-05,7414,16924,5013,22,2,44,11723
20190921T07-05,7297,15569,5012,22,0,36,12524
20190921T06-05,6827,15014,5011,19,0,0,13060
20190921T05-05,6631,14594,5011,16,0,0,13469
20190921T04-05,6536,14036,5010,16,0,0,14696
20190921T03-05,7078,14175,5010,14,0,0,14977
20190921T02-05,7712,15162,5009,16,0,0,14766
20190921T01-05,8498,17368,5009,15,0,0,13832
20190921T00-05,10125,19423,5008,15,0,0,12435
20190920T23-05,11042,21879,5008,19,0,0,11863
20190920T22-05,11945,25125,5007,15,0,2,10550
20190920T21-05,12123,26883,5007,17,0,40,10635
20190920T20-05,12072,27277,5006,20,26,67,11361
20190920T19-05,11924,27939,5007,16,131,67,12643
20190920T18-05,11976,30666,5007,23,245,66,12245
20190920T17-05,12019,31298,5007,29,615,91,12590
20190920T16-05,11975,30870,5008,31,1184,91,12727
20190920T15-05,12119,29726,5008,19,1390,91,12440
20190920T14-05,12233,29029,5008,18,1472,91,11271
20190920T13-05,12133,28133,5009,20,1488,66,10738
20190920T12-05,11847,26157,5008,19,1372,40,10601
20190920T11-05,10979,24878,5009,19,1114,39,10527
20190920T10-05,10887,23654,5009,18,915,39,8999
20190920T09-05,10681,22939,5009,20,327,44,7647
20190920T08-05,10566,22265,5010,21,5,35,7545
20190920T07-05,10218,21747,5010,21,0,35,7157
20190920T06-05,8833,19779,5010,20,0,35,7285
20190920T05-05,8083,18074,5009,20,0,0,8118
20190920T04-05,7687,16804,5009,20,0,0,9518
20190920T03-05,7752,16511,5008,18,0,0,10206
20190920T02-05,7882,16623,5008,18,0,0,10804
20190920T01-05,8111,17701,5007,20,0,0,11088
20190920T00-05,8185,19739,5007,19,0,0,11161
20190919T23-05,9115,21684,5008,17,0,2,11237
20190919T22-05,10405,23901,5007,18,0,39,10544
20190919T21-05,11295,26120,5007,18,0,41,9668
20190919T20-05,11647,26420,5007,13,62,67,9432
20190919T19-05,11678,27464,5007,19,298,67,8971
20190919T18-05,12160,29378,5007,17,391,67,7636
20190919T17-05,12241,30399,5006,22,543,91,6810
20190919T16-05,12097,31461,5006,19,1023,91,5484
20190919T15-05,12187,32463,5006,19,1226,91,3929
20190919T14-05,12226,31865,5006,20,1383,92,3237
20190919T13-05,12149,30788,5007,18,1398,72,3193
20190919T12-05,11913,29240,5007,17,1449,46,3597
20190919T11-05,11750,27963,5007,17,1367,45,3875
20190919T10-05,11732,26754,5007,15,1012,45,3759
20190919T09-05,11749,25404,5007,13,317,7,4145
20190919T08-05,11139,24811,5007,13,10,39,5160
20190919T07-05,10837,23540,5008,16,0,40,5832
20190919T06-05,9114,21135,5008,14,0,5,6647
20190919T05-05,7972,19318,5008,15,0,5,7922
20190919T04-05,7535,18481,5007,13,0,5,9038
20190919T03-05,7420,18321,5007,15,0,5,10181
20190919T02-05,7664,18781,5007,14,0,5,10737
20190919T01-05,8343,19987,5007,13,0,0,10785
20190919T00-05,10222,21455,5007,15,0,2,10418
20190918T23-05,11221,24369,5007,15,0,40,10274
20190918T22-05,12179,28586,5007,16,0,40,9177
20190918T21-05,12235,33238,5006,15,0,42,7218
20190918T20-05,12281,36172,5005,20,42,65,5615
20190918T19-05,12168,38595,5005,16,520,101,4961
20190918T18-05,12262,40138,5006,15,1107,67,4201
20190918T17-05,12294,40870,5007,16,1335,94,3127
20190918T16-05,12352,40756,5007,26,1331,93,2087
20190918T15-05,12316,39870,5007,31,1513,93,1503
20190918T14-05,12221,37826,5009,29,1542,90,1569
20190918T13-05,12239,34821,5014,26,1530,74,1928
20190918T12-05,12008,31654,5014,19,1553,48,2569
20190918T11-05,11710,28482,5008,23,1532,55,3342
20190918T10-05,11601,26120,5008,17,1401,130,3150
20190918T09-05,11018,23713,5007,21,523,123,4734
20190918T08-05,10302,22416,5007,19,12,94,6507
20190918T07-05,9517,21279,5007,20,0,42,7766
20190918T06-05,7938,18829,5007,18,0,8,8808
20190918T05-05,7072,17256,5007,18,0,8,9604
20190918T04-05,6786,16761,5007,19,0,8,10477
20190918T03-05,6765,16707,5006,18,0,8,11350
20190918T02-05,7306,17413,5006,18,0,8,11755
20190918T01-05,7760,18822,5006,20,0,8,11790
20190918T00-05,8565,21163,5005,19,0,10,11342
20190917T23-05,10289,23874,5005,19,0,46,10618
20190917T22-05,11691,27620,5005,17,0,47,9170
20190917T21-05,12241,31817,5004,20,0,47,7220
20190917T20-05,13068,33119,5005,20,120,47,5839
20190917T19-05,13014,34513,5005,19,862,47,5291
20190917T18-05,12995,36343,5005,22,1323,52,4419
20190917T17-05,13019,37575,5004,24,1238,75,3846
20190917T16-05,13011,37437,5004,28,1380,100,3399
20190917T15-05,13024,36634,5006,30,1519,99,3068
20190917T14-05,12998,34866,5007,31,1593,74,3067
20190917T13-05,12645,32185,5006,25,1612,109,3620
20190917T12-05,12313,29429,5007,18,1633,108,3990
20190917T11-05,12402,27240,5005,18,1615,108,3404
20190917T10-05,12444,25297,5005,18,1419,73,2786
20190917T09-05,11290,23084,5004,19,529,67,4434
20190917T08-05,10062,22458,5004,20,14,43,5940
20190917T07-05,8464,22190,5005,21,0,35,6920
20190917T06-05,7406,20232,5005,19,0,0,7506
20190917T05-05,6659,18819,5000,20,0,0,8214
20190917T04-05,6558,18423,4990,18,0,0,8684
20190917T03-05,6747,18906,4983,18,0,1,8988
20190917T02-05,7257,19655,4978,18,0,24,9334
20190917T01-05,8380,20983,4972,19,0,8,9273
20190917T00-05,9876,22921,4971,21,0,44,8979
20190916T23-05,11225,26126,4971,18,0,47,8552
20190916T22-05,12231,30039,4971,19,0,47,7445
20190916T21-05,12553,34292,4970,19,0,47,6086
20190916T20-05,13012,35968,4971,18,140,47,5477
20190916T19-05,12937,37113,4970,20,780,49,5774
20190916T18-05,12884,39060,4970,24,934,72,5501
20190916T17-05,12856,40327,4970,21,932,72,4861
20190916T16-05,12883,40802,4969,34,1183,97,4116
20190916T15-05,12757,40204,4970,35,1322,96,3493
20190916T14-05,12709,39274,4970,32,1412,72,3061
20190916T13-05,12742,36964,4970,24,1493,106,2926
20190916T12-05,12994,33954,4970,24,1562,107,3285
20190916T11-05,12962,30296,4970,20,1321,107,3466
20190916T10-05,12381,27229,4970,19,1421,71,3041
20190916T09-05,11733,23542,4969,18,515,68,4683
20190916T08-05,10846,21873,4969,16,18,44,6325
20190916T07-05,10144,21326,4969,19,0,35,6968
20190916T06-05,8606,19570,4968,20,0,0,7487
20190916T05-05,8112,18038,4967,18,0,0,8093
20190916T04-05,8008,17527,4967,14,0,0,8696
20190916T03-05,8109,17686,4966,15,0,1,9364
20190916T02-05,8166,18508,4966,16,0,25,9943
20190916T01-05,8664,20180,4965,14,0,7,10034
20190916T00-05,10010,22689,4964,14,0,8,9437
20190915T23-05,11799,25687,4965,14,0,46,8653
20190915T22-05,12684,29697,4965,16,0,45,7583
20190915T21-05,12958,34382,4968,17,0,45,5859
20190915T20-05,13086,36355,4974,21,108,46,5631
20190915T19-05,13006,37154,4975,18,816,50,6087
20190915T18-05,12948,38486,4975,18,1280,70,5918
20190915T17-05,12947,39537,4976,24,1409,71,5010
20190915T16-05,13019,39082,4976,25,1498,96,4545
20190915T15-05,13015,38456,4976,26,1457,96,3704
20190915T14-05,12854,36600,4977,20,1560,71,3087
20190915T13-05,12752,33827,4977,19,1625,107,3018
20190915T12-05,12428,30748,4978,20,1645,108,2879
20190915T11-05,11760,28102,4979,17,1614,108,1988
20190915T10-05,10595,25154,4980,18,1402,73,1577
20190915T09-05,8338,22074,4985,17,524,65,3521
20190915T08-05,7295,20223,4990,17,14,43,4662
20190915T07-05,6960,19520,4990,16,0,35,5364
20190915T06-05,6830,19237,4990,23,0,1,5892
20190915T05-05,6820,19184,4990,22,0,1,6307
20190915T04-05,6840,19200,4989,20,0,0,7185
20190915T03-05,7215,19548,4990,20,0,1,7787
20190915T02-05,8082,20526,4990,20,0,25,7781
20190915T01-05,9610,21494,4991,22,0,1,7735
20190915T00-05,11081,23003,4992,21,0,2,7988
20190914T23-05,11891,25784,4993,20,0,40,7644
20190914T22-05,12259,29422,4992,19,0,40,6643
20190914T21-05,12418,33229,4992,22,0,41,5481
20190914T20-05,12451,35621,4991,22,114,40,5114
20190914T19-05,12411,37256,4991,25,854,43,5365
20190914T18-05,12299,39320,4991,23,1258,66,4807
20190914T17-05,12316,40670,4990,21,1442,66,4156
20190914T16-05,12358,40857,4992,25,1373,90,3674
20190914T15-05,12400,40151,4994,28,1372,88,3452
20190914T14-05,12460,37638,4997,27,1515,65,3948
20190914T13-05,12434,34095,4997,24,1589,108,4600
20190914T12-05,12024,30735,4998,18,1633,108,4529
20190914T11-05,11669,27698,4998,18,1613,107,3399
20190914T10-05,10692,24709,4999,17,1429,72,2709
20190914T09-05,8611,22161,4998,17,552,69,3913
20190914T08-05,7447,20326,4998,15,16,44,5305
20190914T07-05,7159,19474,4997,16,0,35,6025
20190914T06-05,7021,19063,4997,16,0,0,6229
20190914T05-05,7042,19034,4997,15,0,0,6215
20190914T04-05,7349,19414,4998,15,0,0,6237
20190914T03-05,8045,20192,4999,15,0,0,6183
20190914T02-05,8975,20921,4999,15,0,25,6346
20190914T01-05,10531,21765,4997,16,0,0,6439
20190914T00-05,11140,24483,4996,18,0,2,6388
20190913T23-05,11515,27086,4996,19,0,40,6725
20190913T22-05,12275,29791,4995,17,164,40,6339
20190913T21-05,12557,33613,4995,15,290,74,4864
20190913T20-05,12734,36184,4994,15,351,40,4158
20190913T19-05,13129,37389,4994,24,695,41,4483
20190913T18-05,13010,39864,4994,18,877,65,4399
20190913T17-05,13120,40613,4994,28,1135,68,4326
20190913T16-05,13082,40724,4995,33,1419,91,3778
20190913T15-05,13039,40616,4995,27,1374,89,3061
20190913T14-05,13032,39354,4995,20,1379,65,2332
20190913T13-05,13025,37533,4995,19,1323,109,1577
20190913T12-05,12904,34985,4997,18,1386,133,1315
20190913T11-05,12398,32455,4997,19,1285,133,1068
20190913T10-05,11616,29423,4997,25,986,95,1496
20190913T09-05,11531,25920,4997,26,234,70,2793
20190913T08-05,11494,24167,4996,25,8,45,3434
20190913T07-05,11358,23455,4996,28,0,36,3796
20190913T06-05,9549,21634,4995,26,0,0,4876
20190913T05-05,7863,20203,4995,25,0,0,6397
20190913T04-05,7755,19841,4994,21,0,0,6987
20190913T03-05,8429,20337,4994,21,0,0,6867
20190913T02-05,9448,21079,4993,19,0,25,6649
20190913T01-05,10119,21517,4992,25,0,0,8225
20190913T00-05,9515,22762,4992,24,0,2,10728
20190912T23-05,10381,25136,4991,19,0,40,11618
20190912T22-05,12166,28500,4990,20,0,40,10526
20190912T21-05,12703,33648,4989,20,0,40,7914
20190912T20-05,12708,36033,4988,18,71,40,6921
20190912T19-05,12720,37692,4987,20,387,40,7340
20190912T18-05,12688,39055,4986,24,846,65,7050
20190912T17-05,12730,39160,4986,27,1248,67,7085
20190912T16-05,12695,38133,4987,31,1428,90,7119
20190912T15-05,12658,36634,4990,32,1542,89,7216
20190912T14-05,12456,33553,4993,28,1565,108,8457
20190912T13-05,11712,30254,4995,22,1558,108,9568
20190912T12-05,10076,28012,4996,23,1456,108,10513
20190912T11-05,8614,25533,4996,18,1330,108,11335
20190912T10-05,8249,23089,4995,17,1204,73,10670
20190912T09-05,7890,21829,4998,17,448,69,9857
20190912T08-05,7394,20636,4997,21,19,44,10547
20190912T07-05,7479,20119,4996,24,0,36,10331
20190912T06-05,6983,17607,4996,25,0,1,10534
20190912T05-05,6519,16045,4995,27,0,1,11077
20190912T04-05,6316,15549,4995,25,0,1,11687
20190912T03-05,6340,15648,4995,24,0,1,12370
20190912T02-05,6578,15815,4996,28,0,25,13478
20190912T01-05,7398,16820,4998,30,0,1,13790
20190912T00-05,8095,18910,4998,24,0,3,13838
20190911T23-05,9757,22026,4993,25,0,40,12798
20190911T22-05,11178,25928,4991,23,0,40,11400
20190911T21-05,12724,29019,4990,22,0,40,9651
20190911T20-05,13070,29568,4989,24,28,40,9925
20190911T19-05,12965,30022,4989,22,159,40,11726
20190911T18-05,13010,31241,4988,19,296,62,12581
20190911T17-05,12926,31791,4988,27,503,66,13053
20190911T16-05,12715,30792,4988,35,1041,91,14148
20190911T15-05,12610,29809,4989,39,1077,91,14449
20190911T14-05,12369,28298,4991,37,1451,107,13459
20190911T13-05,10642,26370,4994,29,1486,109,13776
20190911T12-05,9577,24576,4996,28,1279,110,13200
20190911T11-05,8944,22386,4995,25,1057,110,12822
20190911T10-05,8649,21362,4996,28,831,73,11478
20190911T09-05,8233,21062,4996,26,312,112,10682
20190911T08-05,8012,20171,4995,26,7,87,11584
20190911T07-05,7835,19383,4995,28,0,64,11971
20190911T06-05,6811,17081,4994,28,0,1,12367
20190911T05-05,6519,14990,4992,24,0,1,13110
20190911T04-05,6679,15220,4991,22,0,1,12643
20190911T03-05,6716,15722,4990,27,0,1,12838
20190911T02-05,7014,16499,4989,24,0,27,13105
20190911T01-05,7679,17436,4989,29,0,1,13690
20190911T00-05,7983,19068,4989,22,0,3,15089
20190910T23-05,9136,21832,4988,23,0,40,14880
20190910T22-05,11032,24833,4987,23,0,40,14003
20190910T21-05,12547,27840,4986,21,0,91,12227
20190910T20-05,12628,28908,4985,22,76,92,12135
20190910T19-05,12736,29986,4985,29,352,92,13014
20190910T18-05,12669,32709,4985,33,769,93,12566
20190910T17-05,12737,34513,4986,31,1089,93,11995
20190910T16-05,12684,33240,4985,29,1148,93,12702
20190910T15-05,12524,31481,4986,23,1283,93,13482
20190910T14-05,12034,30172,4987,23,1191,135,14358
20190910T13-05,11597,28359,4987,23,1114,135,14488
20190910T12-05,10841,25974,4989,26,817,110,14889
20190910T11-05,9721,23857,4990,25,672,110,14912
20190910T10-05,9414,22356,4990,24,496,74,12974
20190910T09-05,9584,22306,4991,24,174,71,9643
20190910T08-05,9298,21601,4990,24,8,47,9576
20190910T07-05,9680,20712,4989,28,0,45,9478
20190910T06-05,8093,19566,4987,27,0,37,9717
20190910T05-05,7144,18278,4985,25,0,37,10277
20190910T04-05,7074,18077,4985,25,0,2,10727
20190910T03-05,7183,18248,4984,26,0,2,11411
20190910T02-05,7657,18782,4983,25,0,2,12031
20190910T01-05,8747,19986,4982,28,0,2,12032
20190910T00-05,9966,21622,4982,28,0,4,12229
20190909T23-05,10826,24555,4983,27,0,41,12489
20190909T22-05,11273,28202,4983,25,0,42,12629
20190909T21-05,12028,31834,4987,26,0,91,11401
20190909T20-05,12675,32576,4981,29,41,94,11486
20190909T19-05,12641,33381,4980,29,205,95,12794
20190909T18-05,12606,34908,4980,29,465,95,12896
20190909T17-05,12633,34993,4980,29,726,93,13772
20190909T16-05,12657,34433,4981,35,978,93,13875
20190909T15-05,12344,33067,4981,36,932,93,14103
20190909T14-05,11878,31589,4982,37,954,101,13852
20190909T13-05,11165,28986,4982,27,1143,136,14013
20190909T12-05,10714,26880,4983,23,976,137,13325
20190909T11-05,10041,24538,4983,22,755,135,12812
20190909T10-05,10174,22401,4983,21,484,84,11476
20190909T09-05,9921,22152,4982,20,270,45,9086
20190909T08-05,8934,21921,4982,23,18,44,9131
20190909T07-05,8169,21406,4981,24,0,44,9792
20190909T06-05,7346,19452,4980,22,0,36,10314
20190909T05-05,6324,17745,4981,17,0,1,11795
20190909T04-05,6229,16952,4980,18,0,1,12490
20190909T03-05,6408,17963,4980,18,0,1,12112
20190909T02-05,7004,18736,4979,19,0,1,12289
20190909T01-05,7187,19858,4979,20,0,1,13326
20190909T00-05,8109,21262,4978,18,0,3,14455
20190908T23-05,9971,23478,4977,21,0,40,14756
20190908T22-05,11011,26665,4977,18,0,40,14758
20190908T21-05,11857,29733,4974,18,0,65,13691
20190908T20-05,12589,31076,4972,19,52,66,13387
20190908T19-05,12650,32713,4971,18,491,66,13747
20190908T18-05,12760,34410,4970,17,1205,92,12904
20190908T17-05,12814,35113,4969,28,1314,94,12177
20190908T16-05,12901,35073,4970,25,1435,93,11219
20190908T15-05,12830,34188,4972,24,1497,92,10487
20190908T14-05,12454,32132,4974,20,1598,75,10264
20190908T13-05,11858,29667,4975,19,1574,109,10003
20190908T12-05,11092,27012,4977,18,1509,84,9462
20190908T11-05,9256,24250,4978,17,1478,83,9892
20190908T10-05,8375,22405,4978,16,1115,83,8617
20190908T09-05,6605,20581,4979,18,415,46,8741
20190908T08-05,6011,16878,4978,20,11,44,10661
20190908T07-05,5989,16397,4978,14,0,43,11158
20190908T06-05,5996,16427,4977,16,0,0,11445
20190908T05-05,6006,16431,4976,17,0,0,11911
20190908T04-05,6020,17234,4975,14,0,0,12138
20190908T03-05,6417,18182,4975,13,0,0,12460
20190908T02-05,7334,18984,4975,16,0,0,12893
20190908T01-05,8466,20787,4973,14,0,0,12685
20190908T00-05,9969,22939,4971,14,0,2,12099
20190907T23-05,11010,26077,4970,12,0,39,11330
20190907T22-05,11281,30032,4970,19,0,40,10374
20190907T21-05,12158,33917,4968,56,0,66,8679
20190907T20-05,13045,36630,4966,83,162,66,7383
20190907T19-05,13074,39524,4967,87,908,67,6639
20190907T18-05,13062,41491,4970,91,1292,92,5910
20190907T17-05,13139,42545,4972,112,1384,92,5403
20190907T16-05,13201,42128,4976,121,1421,92,5037
20190907T15-05,13162,41112,4979,120,1453,92,4557
20190907T14-05,13127,39299,4982,118,1559,74,4095
20190907T13-05,13047,36865,4983,120,1540,104,3426
20190907T12-05,12368,33639,4984,102,1601,83,3421
20190907T11-05,11029,30267,4984,86,1486,83,4053
20190907T10-05,9900,27892,4984,85,1404,83,3109
20190907T09-05,7717,25382,4984,87,597,44,4173
20190907T08-05,6720,23507,4983,85,24,43,5062
20190907T07-05,6601,22889,4983,84,0,34,5369
20190907T06-05,6583,22566,4982,84,0,0,5612
20190907T05-05,6562,22390,4981,84,0,0,5910
20190907T04-05,6635,22809,4980,83,0,0,6456
20190907T03-05,6851,23360,4979,83,0,0,7340
20190907T02-05,7506,24241,4978,84,0,0,7915
20190907T01-05,8572,25704,4976,88,0,2,8088
20190907T00-05,9946,27399,4975,87,0,39,7739
20190906T23-05,11528,30389,4973,84,0,39,7057
20190906T22-05,12599,34101,4971,97,0,39,5730
20190906T21-05,12965,38520,4970,114,0,65,4103
20190906T20-05,13064,41803,4968,117,207,65,2972
20190906T19-05,13003,44882,4967,121,877,66,2122
20190906T18-05,13004,46425,4966,130,1200,92,1728
20190906T17-05,12972,46697,4967,131,1397,92,1591
20190906T16-05,12906,46750,4973,131,1394,91,1245
20190906T15-05,12974,46226,4980,121,1266,90,1191
20190906T14-05,12983,44152,4984,130,1383,108,1187
20190906T13-05,12862,41333,4985,121,1363,109,1185
20190906T12-05,12519,37457,4987,102,1598,82,2034
20190906T11-05,11731,33943,4985,90,1364,83,2353
20190906T10-05,10157,31063,4988,89,1189,103,2472
20190906T09-05,7911,29152,4987,87,486,141,3519
20190906T08-05,7121,28151,4987,86,28,83,4056
20190906T07-05,6754,27684,4986,87,0,0,4356
20190906T06-05,6394,24824,4986,89,0,0,4787
20190906T05-05,6391,23034,4985,86,0,0,5312
20190906T04-05,6386,22377,4984,85,0,0,6304
20190906T03-05,6499,22211,4983,86,0,0,7524
20190906T02-05,6530,23895,4983,85,0,0,7654
20190906T01-05,6790,26105,4982,86,0,2,7779
20190906T00-05,8220,28565,4981,85,0,39,7474
20190905T23-05,10862,30727,4981,87,0,39,6988
20190905T22-05,12306,34932,4979,86,0,39,5506
20190905T21-05,12867,39174,4979,106,0,64,3938
20190905T20-05,12997,41855,4978,119,244,64,2833
20190905T19-05,12965,43655,4978,124,985,68,2622
20190905T18-05,13018,45022,4977,134,1345,98,2209
20190905T17-05,13078,45306,4978,135,1397,99,2099
20190905T16-05,12965,44487,4978,140,1532,99,2343
20190905T15-05,12934,43488,4981,122,1459,97,2525
20190905T14-05,12678,41860,4984,119,1375,70,2427
20190905T13-05,12304,39256,4986,118,1431,111,2510
20190905T12-05,11978,34585,4988,102,1565,87,3965
20190905T11-05,10517,31794,4988,86,1536,87,4165
20190905T10-05,8727,30236,4989,85,1385,130,3314
20190905T09-05,7086,27855,4990,87,594,128,4390
20190905T08-05,6606,26098,4990,85,27,80,5604
20190905T07-05,6556,25056,4989,85,0,0,6345
20190905T06-05,6462,22338,4988,85,0,0,6743
20190905T05-05,6319,20979,4988,85,0,0,6858
20190905T04-05,6370,20963,4987,85,0,0,7125
20190905T03-05,6407,21087,4987,85,0,0,8131
20190905T02-05,6526,22164,4986,85,0,0,8910
20190905T01-05,6691,24315,4986,85,0,0,9197
20190905T00-05,7445,27157,4985,84,0,2,9366
20190904T23-05,9706,29622,4985,85,0,39,9016
20190904T22-05,11907,32536,4990,85,0,40,8328
20190904T21-05,12646,36457,4989,98,1,65,7237
20190904T20-05,12756,38802,4983,116,204,83,6210
20190904T19-05,12766,41121,4983,118,815,66,5714
20190904T18-05,12859,42307,4983,131,1201,93,5646
20190904T17-05,12973,42260,4983,135,1320,94,5784
20190904T16-05,12976,41489,4982,138,1382,95,5860
20190904T15-05,12759,40635,4984,132,1284,93,5908
20190904T14-05,12599,39125,4983,117,1444,67,5665
20190904T13-05,12365,37094,4984,117,1356,115,5138
20190904T12-05,11943,35445,4985,98,1582,90,4119
20190904T11-05,11225,32921,4985,86,1628,89,3885
20190904T10-05,10247,30682,4986,87,1426,89,3300
20190904T09-05,8765,28441,4986,87,610,109,4034
20190904T08-05,7858,27395,4986,87,28,72,4782
20190904T07-05,7510,26733,4985,90,0,41,5215
20190904T06-05,6419,25211,4985,90,0,6,5833
20190904T05-05,6036,23615,4985,89,0,6,6377
20190904T04-05,5949,23044,4985,88,0,6,7297
20190904T03-05,5961,23161,4984,87,0,6,8211
20190904T02-05,6132,23644,4983,87,0,6,9286
20190904T01-05,6905,24479,4982,89,0,6,10120
20190904T00-05,7920,26202,4981,87,0,8,10309
20190903T23-05,9398,29333,4981,88,0,45,10012
20190903T22-05,11624,32636,4979,87,0,46,8842
20190903T21-05,12988,37052,4980,98,1,46,6495
20190903T20-05,13030,39958,4980,119,285,46,4817
20190903T19-05,12995,42349,4979,121,1041,82,4014
20190903T18-05,12977,44277,4979,126,1397,108,3449
20190903T17-05,13072,45451,4979,126,1391,135,2653
20190903T16-05,13152,44925,4980,120,1436,135,2330
20190903T15-05,13160,43582,4980,89,1500,110,2529
20190903T14-05,13107,41265,4981,66,1562,107,2658
20190903T13-05,12990,38209,4982,25,1621,114,2563
20190903T12-05,12585,34687,4984,18,1658,113,3095
20190903T11-05,11647,31604,4984,20,1638,114,3682
20190903T10-05,9665,29891,4983,19,1460,113,3114
20190903T09-05,7555,27271,4983,17,637,75,5102
20190903T08-05,6978,25675,4983,15,34,40,6134
20190903T07-05,6515,24919,4983,16,0,5,6393
20190903T06-05,6059,22711,4982,15,0,5,6664
20190903T05-05,5886,21290,4981,16,0,5,6921
20190903T04-05,5688,21505,4982,15,0,5,7090
20190903T03-05,5698,22188,4981,15,0,6,7397
20190903T02-05,5863,23039,4981,15,0,30,7964
20190903T01-05,6583,24015,4982,17,0,5,8705
20190903T00-05,7780,26123,4983,16,0,7,8900
20190902T23-05,9302,29200,4983,16,0,44,8651
20190902T22-05,11198,32462,4981,15,0,44,7838
20190902T21-05,11949,36199,4979,18,1,45,6662
20190902T20-05,11895,38142,4977,19,294,45,6313
20190902T19-05,11809,41061,4978,15,1135,45,5167
20190902T18-05,11855,43168,4978,15,1474,71,4114
20190902T17-05,11924,43730,4979,16,1505,97,3581
20190902T16-05,11903,43225,4980,20,1547,97,3204
20190902T15-05,11871,42162,4981,19,1540,72,2874
20190902T14-05,11874,40758,4981,15,1608,71,2095
20190902T13-05,11766,38536,4981,15,1610,114,1642
20190902T12-05,11343,35364,4982,16,1620,114,1347
20190902T11-05,10573,31804,4982,15,1615,114,1162
20190902T10-05,8890,28605,4982,18,1475,114,1082
20190902T09-05,6661,26409,4983,16,673,76,1960
20190902T08-05,5885,24484,4982,15,37,41,2794
20190902T07-05,5800,24454,4982,16,0,5,3101
20190902T06-05,5669,24144,4981,15,0,5,3485
20190902T05-05,5626,23808,4980,15,0,5,3767
20190902T04-05,5634,23861,4980,14,0,5,4243
